id,title,uri,availability,categories,productId,price,average_rating,review_count,products_details
GGOEGAYB113715,Google Youth FC Zip Hoodie,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+FC+Zip+Hoodie,IN_STOCK,[Apparel],31156,58500,4.3,880,"""장점 : 편안한 착용감 (Comfortable zip hoodie)\n단점 : 다소 비싼 가격 (Youth hoodie at $49.95 might be considered expensive)\n특성 : 80% 면, 20% 폴리에스터 혼방 소재 (Made from a blend of 80% cotton and 20% polyester)"""
GGOEGATJ137215,Google Women's Tech Fleece Vest Charcoal,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Tech+Fleece+Vest+Charcoal,IN_STOCK,[Apparel],24620,102700,4.4,869,"""장점 : 다양한 의류와 겹쳐 입기 좋은 활용성\n단점 : 단일 색상 옵션\n특성 : 100% 폴리에스터 소재로 제작됨"""
GGOEGAPH138215,Google Women's Softshell Moss,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Softshell+Moss,IN_STOCK,[Apparel],48330,128700,4.1,197,"""장점 : 따뜻하고 통기성이 좋으며 생활 방수 기능이 있어 다양한 환경에서 활용하기 좋습니다.\n단점 : $79.95의 가격으로, 일부 소비자에게는 다소 비싸게 느껴질 수 있습니다.\n특성 : 100% 폴리에스터 소재의 여성용 소프트쉘 재킷으로, 구글 로고가 자수 처리되어 있습니다."""
GGOEGAPB138417,Google Women's Puff Jacket Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Puff+Jacket+Black,IN_STOCK,[Apparel],43413,149500,4.3,585,"""장점 : 가볍고 따뜻하여 일상복으로 적합합니다.\n단점 : 100% 폴리에스터 소재임에도 불구하고 가격이 비싼 편입니다.\n특성 : 왼쪽 소매에 은은한 구글 로고가 새겨진 100% 폴리에스터 소재의 여성용 재킷입니다."""
GGOEGDWR133399,Google Cambridge Campus Mug,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Cambridge+Campus+Mug,IN_STOCK,[Drinkware],22553,15600,4.4,903,"""장점 : 식기세척기 및 전자레인지 사용이 가능하여 편리합니다.\n단점 : 일반적인 머그컵에 비해 가격이 비쌀 수 있습니다.\n특성 : 11oz 용량의 세라믹 머그컵입니다."""
GGOEGDWH167399,Google Green Corkbase Mug,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Green+Corkbase+Mug,IN_STOCK,[Drinkware],35411,36400,4.3,123,"""장점 : 코르크 베이스로 뜨거운 음료로부터 표면을 보호합니다.\n단점 : 전자레인지 사용이 불가하며, 손세척을 권장합니다.\n특성 : 세련된 녹색 세라믹 디자인과 천연 코르크 베이스가 결합된 머그컵입니다."""
GGOEGDHJ136799,Google Cup Cap Tumbler Grey,https://shop.googlemerchandisestore.com/Google+Redesign/Drinkware/Google+Cup+Cap+Tumbler+Grey,IN_STOCK,[Drinkware],30552,39000,4.3,975,"""장점 : 음료 온도를 오랫동안 이상적으로 유지해 줍니다.\n단점 : 손세척을 권장하여 관리가 번거로울 수 있습니다.\n특성 : 내구성이 좋은 스테인리스 스틸 재질입니다."""
GGOEGCKH148399,Google PNW Campus Sticker,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+PNW+Campus+Sticker,IN_STOCK,[Accessories],42738,2600,4.3,765,"""장점 : 내구성이 뛰어나고 날씨에 강하여 오래 사용할 수 있습니다.\n단점 : 특정 지역(PNW)을 상징하여 범용성이 제한적입니다.\n특성 : 비닐(Vinyl) 재질로 제작되었습니다."""
GGOEACBA104699,Android Lumberjack Pin,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Lumberjack+Pin,IN_STOCK,[Accessories],48890,10400,3.1,368,"""장점 : 개성을 표현하고 안드로이드 팬심을 드러내기에 좋다.\n단점 : 크기가 작아 분실 위험이 있고, 옷감에 구멍을 낼 수 있다.\n특성 : 벌목꾼 복장을 한 안드로이드 로봇 디자인의 아연 합금 에나멜 핀이다."""
GGOEGCBA105099,Google Magnet,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Magnet,IN_STOCK,[Accessories],26106,10400,4.7,911,"""장점 : 다양한 자성 표면에 부착 가능하여 활용도가 높다.\n단점 : 단순한 기능으로 인해 활용 범위가 제한적이다.\n특성 : 클래식한 구글 로고 디자인이 특징이다."""
GGOEYCBR138999,YouTube Iconic Play Pin,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/YouTube+Iconic+Play+Pin,IN_STOCK,[Accessories],41504,10400,3.7,876,"""장점 : 유튜브 팬심을 표현하기 좋음\n단점 : 실용적인 용도가 없음\n특성 : 아이코닉한 유튜브 플레이 버튼 디자인"""
GGOEGCBD164599,Google Beige Bear Baby Blanket,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Google+Baby+Bear+Blanket+Beige,IN_STOCK,[Accessories],22505,31200,5.0,307,"""장점 : 부드러운 촉감과 귀여운 곰 디자인으로 아기에게 포근함을 제공합니다.\n단점 : 소재가 100% 폴리에스터로, 천연 섬유를 선호하는 소비자에게는 아쉬울 수 있습니다.\n특성 : 100% 폴리에스터 소재로 제작되었으며, 크기는 30\"" x 40\"" (약 76cm x 101cm)입니다."""
GGOEGCBA139899,Google Large Pet Leash (Blue/Green),https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Large+Pet+Leash+Blue+Green,IN_STOCK,[Accessories],36083,45500,5.0,661,"""장점 : 내구성이 좋은 폴리에스터 웨빙 소재로 제작되어 오래 사용 가능함\n단점 : 대형견용(Large) 및 특정 색상(블루/그린)으로만 제공되어 선택의 폭이 제한적임\n특성 : 구글 브랜드 로고와 상징적인 블루/그린 색상 디자인이 적용됨"""
GGOEGBJD161999,Google Land & Sea Tote Bag,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Google+Land+and+Sea+Tote+Bag+LS,OUT_OF_STOCK,[Bags],29722,26000,3.3,749,"""장점 : 다용도로 활용 가능함\n단점 : 부분 세척만 가능함\n특성 : 100% 면 캔버스 소재"""
GGOEGBJJ103599,Incognito Flap Pack,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Incognito+Flap+Pack,OUT_OF_STOCK,[Bags],48286,97500,4.4,92,"""장점 : 백팩과 메신저백으로 겸용 가능한 다용도 디자인과 15인치 노트북을 안전하게 보관할 수 있는 패딩 처리된 수납공간을 제공합니다.\n단점 : 일반적인 가방에 비해 가격대가 다소 높을 수 있습니다.\n특성 : 100% 재활용 폴리에스터로 제작되었으며, 방수 기능과 함께 다양한 수납공간을 갖춘 컨버터블 디자인의 가방입니다."""
GGOEGAXN139410,Google Mural Socks,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Mural+Socks,OUT_OF_STOCK,[Apparel],41185,19500,4.3,379,"""장점 : 독특하고 다채로운 구글 테마 디자인으로 개성을 표현할 수 있습니다.\n단점 : '원 사이즈' 제품이라 모든 발에 완벽하게 맞지 않을 수 있습니다.\n특성 : 부드럽고 통기성 좋은 혼방 소재로 제작되어 하루 종일 편안함을 제공합니다."""
GGOEGHGT019599,Google Sunglasses,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Fun/Malibu+Sunglasses+yellow.axd,OUT_OF_STOCK,[Apparel],20015,4550,3.1,588,"""장점 : UV400 자외선 차단 기능을 제공하여 눈을 보호합니다.\n단점 : 편광 기능이 명시되어 있지 않아 빛 반사 감소 효과는 기대하기 어렵습니다.\n특성 : 클래식한 웨이페어러(Wayfarer) 스타일 디자인입니다."""
GGOEYALQ091916,YouTube Women's Favorite Tee White,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Youtube+Favorite+Tee+White,OUT_OF_STOCK,[Apparel],42862,28600,3.6,864,"""장점 : 부드럽고 편안하며 내구성이 좋음\n단점 : 단일 색상 (흰색)만 제공\n특성 : 100% 빗질 링스펀 면 소재"""
GGOEGAXB135628,Google Toddler Hero Tee Charcoal Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Toddler+Hero+Tee+Black,OUT_OF_STOCK,[Apparel],29513,31200,5.0,454,"""장점 : 부드럽고 편안한 100% 면 소재로 일상복으로 적합합니다.\n단점 : 블랙 단일 색상으로 색상 선택의 폭이 좁습니다.\n특성 : 전면에 구글 로고가 프린트된 클래식한 크루넥 유아용 반팔 티셔츠입니다."""
GGOEGAXH135729,Google Toddler Hero Tee Olive,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Toddler+Hero+Tee+Olive,OUT_OF_STOCK,[Apparel],44596,31200,4.8,975,"""장점 : 100% 유기농 면 소재로 제작되어 부드럽고 아이 피부에 안전함.\n단점 : 색상 및 디자인 선택의 폭이 제한적임.\n특성 : 전면에 Google 로고가 디자인되어 있음."""
GGCOGALC157017,Google Land & Sea Women's Eco Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Land+and+Sea+Womens+Eco+Tee+LS,OUT_OF_STOCK,[Apparel],27908,32500,4.2,754,"""장점 : 100% 재활용 소재로 제작되어 친환경적입니다.\n단점 : 장식 부분은 다림질할 수 없습니다.\n특성 : 100% 재활용 폴리에스터 소재의 여성용 긴팔 티셔츠입니다."""
GGOEGALL147014,Google SF Campus Ladies Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+SF+Campus+Ladies+Tee,OUT_OF_STOCK,[Apparel],30549,32500,4.3,236,"""장점 : 부드럽고 편안한 착용감 (100% 링스펀 코튼 소재로 제작되어 부드럽고 편안한 착용감을 제공합니다.)\n단점 : 특정 브랜드 및 디자인 선호도에 따라 호불호가 갈릴 수 있음 (구글 SF 캠퍼스 로고 디자인이 특정 고객층에게만 어필할 수 있습니다.)\n특성 : 100% 링스펀 코튼 소재의 여성용 티셔츠 (클래식한 크루넥과 반팔 디자인에 구글 SF 캠퍼스 로고가 특징입니다.)"""
GGOEGAAQ117713,Google Striped Tank,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Striped+Tank,OUT_OF_STOCK,[Apparel],20521,37700,3.2,110,"""장점 : 100% 빗질 링스펀 면 소재로 부드럽고 편안함\n단점 : 일반 탱크탑에 비해 다소 높은 가격\n특성 : Google 로고와 줄무늬 디자인"""
GGOEGAAQ117715,Google Striped Tank,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Striped+Tank,OUT_OF_STOCK,[Apparel],20744,37700,5.0,180,"""장점 : 부드럽고 가벼운 100% 면 소재로 제작되어 편안한 착용감을 제공합니다.\n단점 : 구글 로고가 크게 디자인되어 있어 브랜드 선호도에 따라 호불호가 갈릴 수 있습니다.\n특성 : 가슴 부분에 구글 로고 스트라이프가 디자인된 유니섹스 탱크탑입니다."""
GGOEGCKA151899,Google 4in Decal,https://shop.googlemerchandisestore.com/Google+Redesign/Stationery/Google+4in+Decal,OUT_OF_STOCK,[Accessories],44550,2600,3.3,396,"""장점 : 다양한 표면에 부착 가능하여 활용도가 높습니다.\n단점 : 단순한 장식용으로 기능적인 활용도가 없습니다.\n특성 : 4인치 크기의 구글 로고 데칼입니다."""
GGOEGFSR022099,Google Kick Ball,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Fun/Google+Kick+Ball.axd,OUT_OF_STOCK,[Accessories],28182,2600,4.7,75,"""장점 : 내구성이 좋은 고무 재질로 오래 사용할 수 있습니다.\n단점 : 공기 주입 펌프가 포함되어 있지 않아 별도로 구매해야 합니다.\n특성 : 구글 로고가 새겨진 클래식한 디자인의 킥볼입니다."""
GGOEAFDH105799,Android Cardboard Sculpture,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Android+Cardboard+Sculpture,OUT_OF_STOCK,[Accessories],45081,22100,4.4,441,"""장점 : 직접 조립하는 재미를 느낄 수 있습니다.\n단점 : 재질 특성상 내구성이 약합니다.\n특성 : 직접 조립하는 안드로이드 캐릭터 종이 조형물입니다."""
GGOEGBRC128099,Google Incognito Zippack V2,https://shop.googlemerchandisestore.com/Google+Redesign/Bags/Google+Incognito+Zippack+V2,IN_STOCK,[Bags],43300,98800,3.6,147,"""장점 : USB 충전 포트가 내장되어 이동 중에도 기기를 충전할 수 있습니다.\n단점 : USB 충전 포트 사용을 위한 보조 배터리는 별도 구매해야 합니다.\n특성 : 세련되고 미니멀한 디자인으로 현대적인 전문가에게 적합합니다."""
GGOEAOCQ100399,Android Flex Journal White,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Flex+Journal+White,IN_STOCK,[Office],29008,10387,3.3,86,"""장점 : 휴대성이 좋습니다.\n단점 : 페이지 수가 적습니다.\n특성 : 부드러운 촉감의 커버를 가지고 있습니다."""
GGOEYOLB151999,YouTube Jotter Task Pad,https://shop.googlemerchandisestore.com/Google+Redesign/Stationery/YouTube+Jotter+Task+Pad,IN_STOCK,[Office],43726,3900,3.0,918,"""장점 : 생각을 정리하고 할 일을 관리하는 데 유용하며, 고품질 종이와 세련된 디자인으로 휴대성이 좋습니다.\n단점 : 단순한 메모 기능 외에 추가적인 스마트 기능이나 디지털 연동이 없어 활용도가 제한적일 수 있습니다.\n특성 : 유튜브 로고가 특징인 소형의 세련된 디자인 메모 패드로, 아이디어 기록이나 할 일 목록 작성에 적합합니다."""
GGOECOAQ164099,White Moleskine Google Cloud Pen,https://shop.googlemerchandisestore.com/Google+Redesign/Stationery/White+Moleskine+Google+Cloud+Pen,IN_STOCK,[Office],35714,10400,4.9,464,"""장점 : Moleskine 노트북에 쉽게 고정되어 분실 위험을 줄여줍니다.\n단점 : 일반적인 볼펜에 비해 가격이 비쌀 수 있습니다.\n특성 : Google Cloud 로고가 새겨진 리필 가능한 볼펜입니다."""
GGOEAOCB092799,Android Large Trace Journal Black,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Large+Trace+Journal+Black,IN_STOCK,[Office],46724,20800,5.0,665,"""장점 : 페이지를 안전하게 보관할 수 있는 리본 북마크와 고무 밴드 잠금 장치가 있습니다.\n단점 : 페이지 종류가 줄무늬(lined)로만 제공되어, 스케치나 자유로운 필기를 선호하는 사용자에게는 제한적일 수 있습니다.\n특성 : 부드러운 촉감의 PU 가죽 커버로 제작되었습니다."""
GGOEGALJ163415,Google Grey Women's Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Grey+Womens+Tee,IN_STOCK,[Apparel],25598,27300,3.8,72,"""장점 : 부드럽고 편안한 착용감 (100% 빗질 링 스펀 면 소재로 제작되어 부드럽고 편안함)\n단점 : 기본 티셔츠치고 가격이 다소 높을 수 있음 (24달러로, 일반적인 무지 티셔츠에 비해 가격대가 있음)\n특성 : 전면에 구글 로고가 새겨진 클래식한 디자인 (옷장 필수템으로 불리는 클래식한 디자인에 구글 로고가 특징)"""
GGOEAAXQ129830,Android Pocket Toddler Tee White,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Toddler+Tee+White,IN_STOCK,[Apparel],26948,29900,4.4,238,"""장점 : 부드럽고 튼튼한 100% 순면 소재로 제작되어 착용감이 좋고 오래 입을 수 있습니다.\n단점 : 유아용 제품으로 특정 연령대의 아이들만 착용할 수 있습니다.\n특성 : 주머니에서 안드로이드 로봇이 빼꼼히 얼굴을 내미는 장난기 넘치는 디자인이 특징입니다."""
GGOEGAXH135755,Google Toddler Hero Tee Olive,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Toddler+Hero+Tee+Olive,IN_STOCK,[Apparel],29444,31200,4.6,965,"""장점 : 100% 유기농 면으로 제작되어 아기 피부에 부드럽고 안전합니다.\n단점 : 구글 로고 디자인이 한정적이라 모든 부모나 아이들에게 매력적이지 않을 수 있습니다.\n특성 : 올리브색상의 유아용 티셔츠로, 전면에 클래식한 구글 로고가 새겨져 있습니다."""
GGOEGAYJ136016,Google Youth Hero Tee Grey,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Youth+Hero+Tee+Grey,IN_STOCK,[Apparel],37251,31200,4.7,541,"""장점 : 100% 면 소재로 제작되어 편안한 착용감을 제공합니다.\n단점 : 청소년용(Youth) 사이즈로만 제공되어 성인 착용이 어렵습니다.\n특성 : 전면에 스크린 프린트된 Google 로고가 특징입니다."""
GGOEGALC161714,Google Land & Sea Women's Eco Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Land+and+Sea+Womens+Eco+Tee+LS+RM,IN_STOCK,[Apparel],35066,32500,3.8,864,"""장점 : 환경 친화적임 (100% 유기농 면 사용)\n단점 : 색상 선택지가 흰색 하나로 제한적임\n특성 : 100% 유기농 면 소재로 제작된 긴팔 티셔츠임"""
GGOEAAYH130212,Android Pocket Youth Tee Green,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Youth+Tee+Green,IN_STOCK,[Apparel],31991,32500,3.6,523,"""장점 : 100% 면 소재로 편안한 착용감을 제공합니다.\n단점 : 청소년용 사이즈만 제공되어 선택의 폭이 좁습니다.\n특성 : 안드로이드 로봇이 주머니에서 빼꼼히 보이는 독특한 디자인입니다."""
GGOEGAWB113547,Google Infant Charcoal Onesie,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Infant+Charcoal+Onesie,IN_STOCK,[Apparel],30190,32500,4.5,133,"""장점 : 부드럽고 편안한 착용감\n단점 : 비교적 높은 가격\n특성 : 100% 빗질 링스펀 면 소재"""
GGOEGAYH126916,Stan and Friends 2019 Youth Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Stan+and+Friends+Youth+Tee+Green,IN_STOCK,[Apparel],33113,32500,3.3,584,"""장점 : 100% 면 소재로 제작되어 편안하고 통기성이 좋습니다.\n단점 : 스크린 프린팅 방식이라 세탁 및 사용에 따라 그래픽 손상이 있을 수 있습니다.\n특성 : 'Stan and Friends' 캐릭터가 그려진 아동용 티셔츠입니다."""
