id,title,uri,availability,categories,product_id,price,average_rating,review_count
GGOEGOCA121799,Google Campus Bike Grid Task Pad,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Google+Campus+Bike+Grid+Task+Pad,IN_STOCK,[Office],43643,16900,3.5,174
GGOEGOCK100599,Google Recycled Notebook Set Natural,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Recycled+Notebook+Set+Natural,IN_STOCK,[Office],39593,16900,3.6,420
GGOEAOCB092799,Android Large Trace Journal Black,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Large+Trace+Journal+Black,IN_STOCK,[Office],46724,20800,5,665
GGOEGOCJ093999,Google Large Standard Journal Grey,https://shop.googlemerchandisestore.com/Google+Redesign/Notebooks+Journals/Google+Large+Standard+Journal+Grey,IN_STOCK,[Office],33950,20800,3.2,480
GGOEYOCR125599,YouTube Transmission Journal Red,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Transmission+Journal+Red,IN_STOCK,[Office],28815,20800,5,763
GGOEAOLL130799,Android Iconic Notebook,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Iconic+Notebook,IN_STOCK,[Office],33981,22100,3.6,317
GGOEGOLA127499,Google Mural Sticky Note Pad,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Mural+Sticky+Note+Pad,IN_STOCK,[Office],49903,26000,4.5,266
GGOEGOLA127599,Google Mural Notebook,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Mural+Notebook,IN_STOCK,[Office],43243,33800,3.5,165
GGOEGOLJ137999,Google Felt Refillable Journal,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Felt+Refillable+Journal,IN_STOCK,[Office],26200,36400,3.7,101
GGOEAOAL129199,Android Iconic Pen,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Android+Iconic+Pen,IN_STOCK,[Office],46816,2275,3.5,716
GGOEGOAC123799,Google Pen Bright Blue,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Bright+Blue,IN_STOCK,[Office],49614,2275,3.6,826
GGOEGOAH124099,Google Pen Grass Green,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Grass+Green,IN_STOCK,[Office],33565,2275,3.3,424
GGOEGOAH124199,Google Pen Citron,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Citron,IN_STOCK,[Office],48368,2275,3.5,814
GGOEGOAJ101399,Google Pen Grey,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+pen+grey,IN_STOCK,[Office],41369,2275,4.1,832
GGOEGOAN123899,Google Pen Neon Coral,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Neon+Coral,IN_STOCK,[Office],33742,2275,3.8,500
GGOEGOAP123999,Google Pen Lilac,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Lilac,IN_STOCK,[Office],31597,2275,4.5,646
GGOEGOAQ121299,Google Confetti Pen white,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Google+Confetti+Pen+White,IN_STOCK,[Office],22428,2275,4.4,372
GGOEGOAR124299,Google Pen Red,https://shop.googlemerchandisestore.com/Google+Redesign/Office/Google+Pen+Red,IN_STOCK,[Office],20691,2275,4.7,206
GGOEGAED134810,Google Heathered Pom Beanie,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Heathered+Pom+Beanie,IN_STOCK,[Apparel],39451,19500,4.5,353
GGOEGAXA170310,Google Pride Sock,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Pride+Socks,IN_STOCK,[Apparel],22568,23400,3.8,639
GGOEGOCM168399,Google Earth Day ApPeel Journal,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Google+Earth+Day+ApPeel+Journal,IN_STOCK,[Apparel],23734,24700,3.7,73
GGOEGHGC019799,Google Sunglasses,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Fun/Malibu+Sunglasses+bl.axd,IN_STOCK,[Apparel],43033,4550,4.9,238
GGOEGHGH019699,Google Sunglasses,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Fun/Malibu+Sunglasses+green.axd,IN_STOCK,[Apparel],49202,4550,4,641
GGOEGHGR019499,Google Sunglasses,https://shop.googlemerchandisestore.com/Google+Redesign/Lifestyle/Fun/Malibu+Sunglasses+red.axd,IN_STOCK,[Apparel],49832,4550,3,420
GGOEGHGA118499,Google Red Kids Sunglasses,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Red+Kids+Sunglasses,IN_STOCK,[Apparel],42997,6500,3.6,297
GGOEGHGA118599,Google Blue Kids Sunglasses,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Blue+Kids+Sunglasses,IN_STOCK,[Apparel],42688,6500,3,612
GGOEGHGH124899,Google Clear Framed Blue Shades,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Clear+Framed+Blue+Shades,IN_STOCK,[Apparel],34447,6500,4.2,253
GGOEGHGJ124999,Google Clear Framed Gray Shades,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Clear+Framed+Gray+Shades,IN_STOCK,[Apparel],48155,6500,4.3,118
GGOEGHGT124799,Google Clear Framed Yellow Shades,https://shop.googlemerchandisestore.com/Google+Redesign/Accessories/Google+Clear+Framed+Yellow+Shades,IN_STOCK,[Apparel],26959,6500,4.3,962
GGOEAHPJ131210,Android Iconic Beanie,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Beanie,IN_STOCK,[Apparel],40984,13000,4.5,497
GGCOGAEC100617,#IamRemarkable T-Shirt,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/IamRemarkable+Unisex+T-Shirt,IN_STOCK,[Apparel],33832,15600,3,181
GGCOGAEC100616,#IamRemarkable T-Shirt,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/IamRemarkable+Unisex+T-Shirt,IN_STOCK,[Apparel],36814,15600,4.9,924
GGCOGAEC100615,#IamRemarkable T-Shirt,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/IamRemarkable+Unisex+T-Shirt,IN_STOCK,[Apparel],28948,15600,3.5,573
GGCOGALC100716,#IamRemarkable Ladies T-Shirt,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/IamRemarkable+Ladies+T-Shirt,IN_STOCK,[Apparel],23758,15600,3.1,252
GGCOGALC100717,#IamRemarkable Ladies T-Shirt,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/IamRemarkable+Ladies+T-Shirt,IN_STOCK,[Apparel],31687,15600,3.6,710
GGOEGAKB165910,Chrome Dino Socks,https://shop.googlemerchandisestore.com/Google+Redesign/Chrome+Dino+Socks,IN_STOCK,[Apparel],45555,15600,3.3,130
GGOEYHBB102199,YouTube Twill Sandwich Cap Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Twill+Cap+Sandwich+Black,IN_STOCK,[Apparel],33096,16900,3.9,845
GGOEAHPB131110,Android Iconic Hat V.2 Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Hat+V2+Black,IN_STOCK,[Apparel],45020,20800,4.1,150
GGOEAHPL130910,Android Iconic Hat Green,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Hat+Green,IN_STOCK,[Apparel],32745,20800,4.6,145
GGOEAHPL131010,Android Iconic Hat White,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Hat+White,IN_STOCK,[Apparel],42734,20800,4.7,662
GGOEGAEB105210,Google Crew Socks,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Crew+Socks,IN_STOCK,[Apparel],35759,20800,3,912
GGOEAAKQ137410,Android Iconic Sock,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Iconic+Sock,IN_STOCK,[Apparel],48607,22100,4.2,65
GGOEGAXA123510,Google Crew Striped Athletic Sock,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Crew+Striped+Athletic+Sock,IN_STOCK,[Apparel],22097,22100,4,768
GGOEGAXA123610,Google Crew Combed Cotton Sock,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Crew+Combed+Cotton+Sock,IN_STOCK,[Apparel],21804,22100,4.4,341
GGOEGCBR165799,Google Roll-up Picnic Blanket,https://shop.googlemerchandisestore.com/Google+Redesign/Google+Roll-up+Picnic+Blanket,IN_STOCK,[Apparel],41686,22100,3.5,405
GGOEGAEC134910,Google Speckled Beanie Navy,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Speckled+Beanie+Navy,IN_STOCK,[Apparel],20908,26000,4.7,861
GGOEGHGA118699,Google Premium Sunglasses,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Google+Premium+Sunglasses,IN_STOCK,[Apparel],28649,26000,3.5,118
GGOEGAEJ163315,Google Charcoal Unisex Badge Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Charcoal+Unisex+Badge+Tee,IN_STOCK,[Apparel],38421,27300,3.6,951
GGOEGAEJ163313,Google Charcoal Unisex Badge Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Charcoal+Unisex+Badge+Tee,IN_STOCK,[Apparel],43520,27300,4.6,196
GGOEGAEJ163317,Google Charcoal Unisex Badge Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Charcoal+Unisex+Badge+Tee,IN_STOCK,[Apparel],24803,27300,3.3,521
GGOEGAEJ163316,Google Charcoal Unisex Badge Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Charcoal+Unisex+Badge+Tee,IN_STOCK,[Apparel],31790,27300,3.6,928
GGOEGALJ163416,Google Grey Women's Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Grey+Womens+Tee,IN_STOCK,[Apparel],44485,27300,3.8,232
GGOEGALJ163415,Google Grey Women's Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Grey+Womens+Tee,IN_STOCK,[Apparel],25598,27300,3.8,72
GGOEGALJ163417,Google Grey Women's Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Grey+Womens+Tee,IN_STOCK,[Apparel],23146,27300,3.4,717
GGOEGALJ163413,Google Grey Women's Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Grey+Womens+Tee,IN_STOCK,[Apparel],24594,27300,4.1,331
GGOEGALJ163414,Google Grey Women's Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Grey+Womens+Tee,IN_STOCK,[Apparel],43714,27300,5,314
GGOEMAEB164112,Google Maps Pin Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Maps+Pin+Tee,IN_STOCK,[Apparel],35892,27300,4.9,190
GGOEMAEB164113,Google Maps Pin Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Maps+Pin+Tee,IN_STOCK,[Apparel],31661,27300,4.4,428
GGOEMAEB164114,Google Maps Pin Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Maps+Pin+Tee,IN_STOCK,[Apparel],40875,27300,4.8,728
GGOEMAEB164115,Google Maps Pin Tee,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Maps+Pin+Tee,IN_STOCK,[Apparel],25854,27300,3.8,803
GGOEAAWQ130047,Android Pocket Onesie White,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Onesie+White,IN_STOCK,[Apparel],42886,28600,3.7,783
GGOEAAWQ130052,Android Pocket Onesie White,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Onesie+White,IN_STOCK,[Apparel],26687,28600,4.7,946
GGOEAAWQ130045,Android Pocket Onesie White,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Onesie+White,IN_STOCK,[Apparel],32175,28600,3.1,124
GGOEAAWQ130046,Android Pocket Onesie White,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Android+Pocket+Onesie+White,IN_STOCK,[Apparel],40017,28600,3,411
GGOEGAER090412,Google Tee Red,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tee+Red,IN_STOCK,[Apparel],38210,28600,4.4,877
GGOEGAET090512,Google Tee Yellow,https://shop.googlemerchandisestore.com/Google+Yellowesign/Apparel/Google+Tee+Yellow,IN_STOCK,[Apparel],49471,28600,4.7,60
GGOEGAET090518,Google Tee Yellow,https://shop.googlemerchandisestore.com/Google+Yellowesign/Apparel/Google+Tee+Yellow,IN_STOCK,[Apparel],41961,28600,3.8,365
GGOEGAEH090612,Google Tee Green,https://shop.googlemerchandisestore.com/Google+Greenesign/Apparel/Google+Tee+Green,IN_STOCK,[Apparel],41859,28600,3.3,367
GGOEGAEC090712,Google Tee Blue,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tee+Blue,IN_STOCK,[Apparel],31126,28600,4.9,75
GGOEYALQ091917,YouTube Women's Favorite Tee White,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Youtube+Favorite+Tee+White,IN_STOCK,[Apparel],38721,28600,3.6,155
GGOEYAEJ092117,Youtube 3 lines Tee Grey,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Youtube+3+lines+tee+grey,IN_STOCK,[Apparel],47989,28600,4.2,255
GGOEYAEJ092118,Youtube 3 lines Tee Grey,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Youtube+3+lines+tee+grey,IN_STOCK,[Apparel],31645,28600,4.3,549
GGOEGAEB110014,Google Tee F/C Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Tee+FC+Black,IN_STOCK,[Apparel],48793,28600,4.2,707
GGOEGAAB118918,Google Unisex Eco Tee Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Eco+Tee+Black,IN_STOCK,[Apparel],33101,28600,3.4,513
GGOEGAAB118912,Google Unisex Eco Tee Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Eco+Tee+Black,IN_STOCK,[Apparel],24527,28600,4.3,680
GGOEGALB119015,Google Women's Eco Tee Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Eco+Tee+Black,IN_STOCK,[Apparel],33051,28600,4.7,872
GGOEGALB119016,Google Women's Eco Tee Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Womens+Eco+Tee+Black,IN_STOCK,[Apparel],49065,28600,5,267
GGOEGAEB125318,Google Unisex Pride Eco-Tee Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Pride+Eco-Tee+Black,IN_STOCK,[Apparel],45051,28600,3.1,420
GGOEGAEB125317,Google Unisex Pride Eco-Tee Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Pride+Eco-Tee+Black,IN_STOCK,[Apparel],43682,28600,3.4,153
GGOEGAEB125316,Google Unisex Pride Eco-Tee Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Pride+Eco-Tee+Black,IN_STOCK,[Apparel],37883,28600,3.7,262
GGOEGAEB125315,Google Unisex Pride Eco-Tee Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Pride+Eco-Tee+Black,IN_STOCK,[Apparel],48565,28600,3.1,199
GGOEGAEB125314,Google Unisex Pride Eco-Tee Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Pride+Eco-Tee+Black,IN_STOCK,[Apparel],33650,28600,3.9,455
GGOEGAEB125312,Google Unisex Pride Eco-Tee Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Pride+Eco-Tee+Black,IN_STOCK,[Apparel],42577,28600,4.1,442
GGOEGAEB125313,Google Unisex Pride Eco-Tee Black,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/Google+Unisex+Pride+Eco-Tee+Black,IN_STOCK,[Apparel],22207,28600,3.5,403
GGOEGAEQ162517,Google 5k Run 2020 Unisex Tee,https://shop.googlemerchandisestore.com/Google+Redesign/5k+run/Google+5K+Run+2020+Unisex+Tee,IN_STOCK,[Apparel],30160,28600,4.1,422
GGOEGAEQ162514,Google 5k Run 2020 Unisex Tee,https://shop.googlemerchandisestore.com/Google+Redesign/5k+run/Google+5K+Run+2020+Unisex+Tee,IN_STOCK,[Apparel],38103,28600,3.4,814
GGOEGAEQ162518,Google 5k Run 2020 Unisex Tee,https://shop.googlemerchandisestore.com/Google+Redesign/5k+run/Google+5K+Run+2020+Unisex+Tee,IN_STOCK,[Apparel],30952,28600,4.5,567
GGOEGAEQ162516,Google 5k Run 2020 Unisex Tee,https://shop.googlemerchandisestore.com/Google+Redesign/5k+run/Google+5K+Run+2020+Unisex+Tee,IN_STOCK,[Apparel],37713,28600,3.5,229
GGOEGAEQ162515,Google 5k Run 2020 Unisex Tee,https://shop.googlemerchandisestore.com/Google+Redesign/5k+run/Google+5K+Run+2020+Unisex+Tee,IN_STOCK,[Apparel],26531,28600,3.9,853
GGOEGALQ162613,Google 5k Run 2020 Women's Tee,https://shop.googlemerchandisestore.com/Google+Redesign/5k+run/Google+5K+Run+2020+Womens+Tee,IN_STOCK,[Apparel],36274,28600,3,887
GGOEGALQ162614,Google 5k Run 2020 Women's Tee,https://shop.googlemerchandisestore.com/Google+Redesign/5k+run/Google+5K+Run+2020+Womens+Tee,IN_STOCK,[Apparel],34444,28600,3.2,169
GGOEYAEB120212,YouTube Icon Tee Charcoal,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Icon+Tee+Charcoal,IN_STOCK,[Apparel],43656,28600,4.5,350
GGOEYAEB120216,YouTube Icon Tee Charcoal,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Icon+Tee+Charcoal,IN_STOCK,[Apparel],37309,28600,3.4,995
GGOEYAEB120213,YouTube Icon Tee Charcoal,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Icon+Tee+Charcoal,IN_STOCK,[Apparel],32151,28600,3.1,868
GGOEYAEB120218,YouTube Icon Tee Charcoal,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Icon+Tee+Charcoal,IN_STOCK,[Apparel],46040,28600,3.5,754
GGOEYAEJ120318,YouTube Icon Tee Grey,https://shop.googlemerchandisestore.com/Google+Redesign/Apparel/YouTube+Icon+Tee+Grey,IN_STOCK,[Apparel],29912,28600,4.9,832
